Date,log_price_residual
2016-12-16,-0.21239761540643443
2016-12-17,-0.2041044655942077
2016-12-18,-0.2038888353572812
2016-12-19,-0.20542111457304113
2016-12-20,-0.19457770914820394
2016-12-21,-0.16048139218544932
2016-12-22,-0.12612156179821454
2016-12-23,-0.06310909851254287
2016-12-24,-0.09142453431533326
2016-12-25,-0.08730365185803102
2016-12-26,-0.08061882250943331
2016-12-27,-0.057105463652534105
2016-12-28,-0.0018832716523871085
2016-12-29,-0.009981066558102825
2016-12-30,-0.024094400979914
2016-12-31,-0.01745739968347504
2017-01-01,0.009831577858975038
2017-01-02,0.027994238277455175
2017-01-03,0.04160695666934977
2017-01-04,0.13400205756749806
2017-01-05,0.006831651406943529
2017-01-06,-0.10869459318166719
2017-01-07,-0.09771768598165131
2017-01-08,-0.08906805275321528
2017-01-09,-0.10022339814401704
2017-01-10,-0.09819498725413744
2017-01-11,-0.2389155645066685
2017-01-12,-0.21640632722687592
2017-01-13,-0.19346210694915822
2017-01-14,-0.20267901689067713
2017-01-15,-0.19828921203354444
2017-01-16,-0.19178498160205937
2017-01-17,-0.10640339761638007
2017-01-18,-0.13532104567476377
2017-01-19,-0.11300724270939266
2017-01-20,-0.12211958592334327
2017-01-21,-0.09118450995246175
2017-01-22,-0.09462786472359852
2017-01-23,-0.09953025790848624
2017-01-24,-0.13547044561708077
2017-01-25,-0.12776936121930316
2017-01-26,-0.10586885544848723
2017-01-27,-0.102984687946714
2017-01-28,-0.10172719131647145
2017-01-29,-0.11073580097867097
2017-01-30,-0.10688328027839411
2017-01-31,-0.05719321747222583
2017-02-01,-0.03910232796341706
2017-02-02,-0.020288003288418288
2017-02-03,-0.014191822286720779
2017-02-04,0.002402995711796585
2017-02-05,-0.01776615038616569
2017-02-06,-0.01060033708252206
2017-02-07,0.017112728152233636
2017-02-08,0.014455447856172476
2017-02-09,-0.05531299576496096
2017-02-10,-0.04263187806810809
2017-02-11,-0.02934877040413486
2017-02-12,-0.035752222826119784
2017-02-13,-0.04343057500314451
2017-02-14,-0.03262049211624252
2017-02-15,-0.03232637492020363
2017-02-16,-0.011403853913118489
2017-02-17,0.008014631759043489
2017-02-18,0.008453608698806292
2017-02-19,0.005236443716732708
2017-02-20,0.03159476861892507
2017-02-21,0.06627003242482576
2017-02-22,0.06547092186498471
2017-02-23,0.11488359991184094
2017-02-24,0.11041233769460845
2017-02-25,0.07982617162010097
2017-02-26,0.10401497297527396
2017-02-27,0.11285407011227999
2017-02-28,0.10640514491020348
2017-03-01,0.1378941680985326
2017-03-02,0.16384533557643977
2017-03-03,0.182800254631017
2017-03-04,0.16510795619353225
2017-03-05,0.16913756810502445
2017-03-06,0.17207538000895806
2017-03-07,0.1324362518043456
2017-03-08,0.06186177099929768
2017-03-09,0.09549515591439484
2017-03-10,0.011182017359507412
2017-03-11,0.07845200695248788
2017-03-12,0.1224360975045169
2017-03-13,0.12697452568344314
2017-03-14,0.1310603783909805
2017-03-15,0.13905964516494862
2017-03-16,0.07129213882884322
2017-03-17,-0.024303292321522285
2017-03-18,-0.13324281347534406
2017-03-19,-0.07634374114680753
2017-03-20,-0.06061483646256516
2017-03-21,0.006883239810007602
2017-03-22,-0.06378258631790246
2017-03-23,-0.07390740715449429
2017-03-24,-0.1699527871518267
2017-03-25,-0.1359446320495934
2017-03-26,-0.14288609672654928
2017-03-27,-0.06440365335915299
2017-03-28,-0.06355622106886472
2017-03-29,-0.07009360772783513
2017-03-30,-0.07301207630363749
2017-03-31,-0.033078861107902924
2017-04-01,-0.027273303547533878
2017-04-02,-0.014047054985415919
2017-04-03,0.01926215754142291
2017-04-04,0.015427266835835951
2017-04-05,0.008638339791758654
2017-04-06,0.05758219191777414
2017-04-07,0.05367884984372573
2017-04-08,0.0460339187353247
2017-04-09,0.06886942166225207
2017-04-10,0.0657103110159225
2017-04-11,0.07901808752475414
2017-04-12,0.06631775045373534
2017-04-13,0.028393313371688933
2017-04-14,0.02844985258716637
2017-04-15,0.02804208357974325
2017-04-16,0.025001668217250028
2017-04-17,0.038923640002916926
2017-04-18,0.045985380060097114
2017-04-19,0.0506541561906344
2017-04-20,0.070588638508843
2017-04-21,0.07833708252803717
2017-04-22,0.07376654710990849
2017-04-23,0.07740275532648067
2017-04-24,0.08163153039298088
2017-04-25,0.09789295552074329
2017-04-26,0.10920234692164943
2017-04-27,0.14495891970497254
2017-04-28,0.14486040655768662
2017-04-29,0.15038910931435545
2017-04-30,0.1663946202699833
2017-05-01,0.20365511567161665
2017-05-02,0.22040120194885215
2017-05-03,0.255826189627534
2017-05-04,0.26730886959445677
2017-05-05,0.2589535150864366
2017-05-06,0.28505141680263346
2017-05-07,0.25286841712933317
2017-05-08,0.3498496945201097
2017-05-09,0.36786485074057396
2017-05-10,0.40190303951056183
2017-05-11,0.4290465153593601
2017-05-12,0.35308445186547477
2017-05-13,0.3941532582530902
2017-05-14,0.40030878075359677
2017-05-15,0.365583367502226
2017-05-16,0.37506007632709526
2017-05-17,0.4019696694220718
2017-05-18,0.44597946839930636
2017-05-19,0.4817041029147049
2017-05-20,0.5195313797921512
2017-05-21,0.5158155946525396
2017-05-22,0.5298434167713939
2017-05-23,0.6096834753313933
2017-05-24,0.6746426831894805
2017-05-25,0.6318299091088511
2017-05-26,0.6118844621350537
2017-05-27,0.5007427548247367
2017-05-28,0.5833406860013746
2017-05-29,0.6070495324531251
2017-05-30,0.5519080067357249
2017-05-31,0.6086415251985349
2017-06-01,0.6488670064415247
2017-06-02,0.6788843517345757
2017-06-03,0.7041441381198998
2017-06-04,0.6918541559901596
2017-06-05,0.7507019770212899
2017-06-06,0.814856083761339
2017-06-07,0.7531088381048949
2017-06-08,0.7851160479282191
2017-06-09,0.7831670232234247
2017-06-10,0.8192987134536649
2017-06-11,0.8360877263660154
2017-06-12,0.7238028236696046
2017-06-13,0.7366360351697345
2017-06-14,0.6317979176249127
2017-06-15,0.6153334103483283
2017-06-16,0.6400204424601155
2017-06-17,0.7061919505888827
2017-06-18,0.647626337016769
2017-06-19,0.6769872199384626
2017-06-20,0.7282728745542801
2017-06-21,0.6906757550569163
2017-06-22,0.7058316121892512
2017-06-23,0.7029077312212264
2017-06-24,0.6532163674451192
2017-06-25,0.6252370330644705
2017-06-26,0.5938051528511794
2017-06-27,0.6332546488756172
2017-06-28,0.6434655354467154
2017-06-29,0.6321952907649546
2017-06-30,0.5946051101709102
2017-07-01,0.5756063663783442
2017-07-02,0.6163268110531872
2017-07-03,0.6268626937246244
2017-07-04,0.642897145075815
2017-07-05,0.6435763413847218
2017-07-06,0.6391682630026896
2017-07-07,0.5945836159524198
2017-07-08,0.6149634121064746
2017-07-09,0.5938126826186876
2017-07-10,0.5140436447885195
2017-07-11,0.5116568092271221
2017-07-12,0.5330603736223551
2017-07-13,0.5175469605038208
2017-07-14,0.458764220969444
2017-07-15,0.34952246051840596
2017-07-16,0.3071246477805767
2017-07-17,0.45302375842052633
2017-07-18,0.48971719555001325
2017-07-19,0.4670179677797197
2017-07-20,0.6884663981145849
2017-07-21,0.6284754959684662
2017-07-22,0.6854316151820754
2017-07-23,0.6554702866275859
2017-07-24,0.6536180022460938
2017-07-25,0.5772235145470201
2017-07-26,0.5605222897755411
2017-07-27,0.613124517010001
2017-07-28,0.6577253421651283
2017-07-29,0.6234528203612744
2017-07-30,0.6366734786136776
2017-07-31,0.6744465460467257
2017-08-01,0.6235603940676633
2017-08-02,0.6073428698867351
2017-08-03,0.6411718185459057
2017-08-04,0.6635724422950044
2017-08-05,0.7846575115312646
2017-08-06,0.7796287245698057
2017-08-07,0.8258464512038426
2017-08-08,0.8326973251493275
2017-08-09,0.8067089835405152
2017-08-10,0.8303293330882937
2017-08-11,0.8903625335884868
2017-08-12,0.943234390449728
2017-08-13,0.9886817995056365
2017-08-14,1.043015455088014
2017-08-15,1.0056827852282666
2017-08-16,1.0504570480364581
2017-08-17,1.03428474731159
2017-08-18,0.983616310999718
2017-08-19,0.9930007212096452
2017-08-20,0.9718107237431344
2017-08-21,0.9456695764985454
2017-08-22,0.9628263977529823
2017-08-23,0.9773580075720023
2017-08-24,1.0163986863224022
2017-08-25,1.0194909732400923
2017-08-26,1.0137322137676303
2017-08-27,1.0112156879938912
2017-08-28,1.0160078860699286
2017-08-29,1.0618888528413972
2017-08-30,1.0556087553379943
2017-08-31,1.0852517190356519
2017-09-01,1.1186924325229626
2017-09-02,1.0474691016638467
2017-09-03,1.050769871371303
2017-09-04,0.9919144019336805
2017-09-05,1.0066875268611533
2017-09-06,1.0373166329802608
2017-09-07,1.0400362902819769
2017-09-08,0.9723720989361198
2017-09-09,0.9669739660570631
2017-09-10,0.9467262440333695
2017-09-11,0.9320260492922898
2017-09-12,0.9174701328164439
2017-09-13,0.8456688335844085
2017-09-14,0.6632781493143796
2017-09-15,0.7907067308399292
2017-09-16,0.7911273977245123
2017-09-17,0.7884779438753249
2017-09-18,0.8801706200807473
2017-09-19,0.8386158706259863
2017-09-20,0.8280668851553656
2017-09-21,0.7511314005578509
2017-09-22,0.7489258109532511
2017-09-23,0.7884091472769494
2017-09-24,0.7591496629451466
2017-09-25,0.8199747254905727
2017-09-26,0.8097786320965881
2017-09-27,0.8852919592355537
2017-09-28,0.8775441339246903
2017-09-29,0.8667298144470035
2017-09-30,0.9060015148750153
2017-10-01,0.9138650609913697
2017-10-02,0.911914867996682
2017-10-03,0.8904324479534012
2017-10-04,0.8663771677957293
2017-10-05,0.8874479978347516
2017-10-06,0.8951389059478831
2017-10-07,0.9086675959834185
2017-10-08,0.9413896873954855
2017-10-09,0.9759373273422032
2017-10-10,0.9651348585618305
2017-10-11,0.9774348139126801
2017-10-12,1.0875728529569706
2017-10-13,1.1241991423334436
2017-10-14,1.1508441412472195
2017-10-15,1.130694658526771
2017-10-16,1.1388211948730653
2017-10-17,1.1062064594005747
2017-10-18,1.1016420748815179
2017-10-19,1.120256700226621
2017-10-20,1.1667297991384213
2017-10-21,1.1680902975463692
2017-10-22,1.1590012242332204
2017-10-23,1.1373044690804122
2017-10-24,1.0689760743022987
2017-10-25,1.1043593588790834
2017-10-26,1.129147869966289
2017-10-27,1.1037413263367775
2017-10-28,1.0986826555926026
2017-10-29,1.16427700506026
2017-10-30,1.1517539450390757
2017-10-31,1.1974762226613365
2017-11-01,1.2391183134343784
2017-11-02,1.281488015649213
2017-11-03,1.2994671063416359
2017-11-04,1.3260058423925098
2017-11-05,1.3155316128772494
2017-11-06,1.2580614288957594
2017-11-07,1.2731850113447472
2017-11-08,1.315101442646732
2017-11-09,1.265594635538383
2017-11-10,1.1895987613696946
2017-11-11,1.1438491275971163
2017-11-12,1.055421689684895
2017-11-13,1.1638046094378058
2017-11-14,1.1713688131005036
2017-11-15,1.2637473662677188
2017-11-16,1.3363075214340867
2017-11-17,1.319026177140266
2017-11-18,1.323832798789022
2017-11-19,1.3480457051992172
2017-11-20,1.3749998578977998
2017-11-21,1.3493633386140864
2017-11-22,1.3647293476527889
2017-11-23,1.339045961707356
2017-11-24,1.3548561856935244
2017-11-25,1.4129745834346217
2017-11-26,1.470789650525436
2017-11-27,1.5097308659688427
2017-11-28,1.5259957356590927
2017-11-29,1.5084000066551049
2017-11-30,1.5240407334391701
2017-12-01,1.5977933868688847
2017-12-02,1.6049909341177795
2017-12-03,1.6257690070198088
2017-12-04,1.6518713074060134
2017-12-05,1.662364027542914
2017-12-06,1.8333243733416165
2017-12-07,2.0247797551322684
2017-12-08,1.9756620932011177
2017-12-09,1.8910378720573764
2017-12-10,1.9139067405544328
2017-12-11,1.9952948922191407
2017-12-12,2.0227825191668423
2017-12-13,1.9635573360977272
2017-12-14,1.963765117454665
2017-12-15,2.0226619305876046
2017-12-16,2.1211887774327387
2017-12-17,2.0957789103553885
2017-12-18,2.076414090776538
2017-12-19,1.9986596163330557
2017-12-20,1.9232273977352037
2017-12-21,1.8671622272394952
2017-12-22,1.773594089022037
2017-12-23,1.8101626569750024
2017-12-24,1.7442646339347352
2017-12-25,1.7434006376261522
2017-12-26,1.8490184193217907
2017-12-27,1.8223783756040213
2017-12-28,1.7434826478602758
2017-12-29,1.7582492554596492
2017-12-30,1.6355872126390416
2017-12-31,1.7033199620760744
2018-01-01,1.6653168269049594
2018-01-02,1.7519816399686263
2018-01-03,1.764349682764923
2018-01-04,1.7635049303771169
2018-01-05,1.8787743173987952
2018-01-06,1.8799492396961313
2018-01-07,1.8226646028298603
2018-01-08,1.734764572648679
2018-01-09,1.6919072535029844
2018-01-10,1.707148256692708
2018-01-11,1.596060476313168
2018-01-12,1.6361134986301007
2018-01-13,1.6629560914268318
2018-01-14,1.6189157701884476
2018-01-15,1.6077639954444134
2018-01-16,1.4303689155007842
2018-01-17,1.4021188642822349
2018-01-18,1.4056056096007978
2018-01-19,1.4184717036640553
2018-01-20,1.5238483636413154
2018-01-21,1.4082061813661308
2018-01-22,1.34223579121101
2018-01-23,1.3484787441079913
2018-01-24,1.3783953019552726
2018-01-25,1.3656810458684987
2018-01-26,1.3529613127396978
2018-01-27,1.374296013403555
2018-01-28,1.3957750491699201
2018-01-29,1.349109789493017
2018-01-30,1.2338251372941222
2018-01-31,1.2389207356664667
2018-02-01,1.1292342272606
2018-02-02,1.0970687599448663
2018-02-03,1.1319380019581438
2018-02-04,1.0268595790010924
2018-02-05,0.8375642073216181
2018-02-06,0.9561810458016673
2018-02-07,0.937939267992002
2018-02-08,1.0094248939325627
2018-02-09,1.058166647783775
2018-02-10,1.0394292354736017
2018-02-11,0.9837764079252249
2018-02-12,1.0755622177028865
2018-02-13,1.0279536239355593
2018-02-14,1.1291419446473991
2018-02-15,1.1906059468964827
2018-02-16,1.1948389774865937
2018-02-17,1.2750843032044479
2018-02-18,1.2122955298517404
2018-02-19,1.2719162198453606
2018-02-20,1.277363076143823
2018-02-21,1.2008758223815565
2018-02-22,1.13993584797627
2018-02-23,1.1641111126560624
2018-02-24,1.112719798482308
2018-02-25,1.1003284323833586
2018-02-26,1.1676934993250523
2018-02-27,1.1963576622241305
2018-02-28,1.1593692057072484
2018-03-01,1.2134955785853094
2018-03-02,1.2177523302931714
2018-03-03,1.2503898062447245
2018-03-04,1.2495592123659662
2018-03-05,1.2522842576701212
2018-03-06,1.170595004505298
2018-03-07,1.0915894742204966
2018-03-08,1.0283930192657351
2018-03-09,1.019147997395093
2018-03-10,0.9612012023371399
2018-03-11,1.0370345198181603
2018-03-12,0.9942646659515599
2018-03-13,0.992071628383691
2018-03-14,0.8806357007420491
2018-03-15,0.88290511430794
2018-03-16,0.8925340285495231
2018-03-17,0.828332554401868
2018-03-18,0.8632564135787888
2018-03-19,0.9014664223897508
2018-03-20,0.9391230718916077
2018-03-21,0.9338537539860212
2018-03-22,0.9112143862379138
2018-03-23,0.9147620831484442
2018-03-24,0.8928663572506537
2018-03-25,0.8695272040311899
2018-03-26,0.8338003553723734
2018-03-27,0.7888773568161263
2018-03-28,0.7978816172929886
2018-03-29,0.6850728441993095
2018-03-30,0.6424962402133954
2018-03-31,0.6526668524684087
2018-04-01,0.6326125047555387
2018-04-02,0.662718402945492
2018-04-03,0.7132982831927759
2018-04-04,0.6201940840556119
2018-04-05,0.6199526743106727
2018-04-06,0.5891054604697796
2018-04-07,0.6271159187000421
2018-04-08,0.6419746769929038
2018-04-09,0.5993995619926977
2018-04-10,0.6083240329305877
2018-04-11,0.6240505260831153
2018-04-12,0.7503343622362131
2018-04-13,0.7490623049441023
2018-04-14,0.7568819114057526
2018-04-15,0.7947473396573823
2018-04-16,0.7555583964388699
2018-04-17,0.7324645507912813
2018-04-18,0.7635782405778606
2018-04-19,0.7737901894341892
2018-04-20,0.8367121937260258
2018-04-21,0.8361126490199222
2018-04-22,0.825730713874103
2018-04-23,0.8370541861721303
2018-04-24,0.9112689751340657
2018-04-25,0.8218282218750339
2018-04-26,0.8636257948328687
2018-04-27,0.8292487120869545
2018-04-28,0.8652189389008047
2018-04-29,0.8677177422603677
2018-04-30,0.8462995241624558
2018-05-01,0.8258799673511916
2018-05-02,0.8369872508752376
2018-05-03,0.8912318697306478
2018-05-04,0.8822461033833733
2018-05-05,0.8889914753688792
2018-05-06,0.8648808281428426
2018-05-07,0.8345470138595612
2018-05-08,0.8175361638191703
2018-05-09,0.8229387735281044
2018-05-10,0.7918030487766465
2018-05-11,0.717888351292693
2018-05-12,0.7225784236349355
2018-05-13,0.7438675546401292
2018-05-14,0.7378635345172615
2018-05-15,0.7134736201759111
2018-05-16,0.691297623455343
2018-05-17,0.654450420943407
2018-05-18,0.6738463943306972
2018-05-19,0.670385610776064
2018-05-20,0.7009897502208702
2018-05-21,0.6845922782830662
2018-05-22,0.6339534408360326
2018-05-23,0.5684302352226371
2018-05-24,0.5728524276500675
2018-05-25,0.5500329706142697
2018-05-26,0.5338455462584015
2018-05-27,0.5327138108462197
2018-05-28,0.4985537756511089
2018-05-29,0.542863027391185
2018-05-30,0.5294643230977183
2018-05-31,0.5407069853537756
2018-06-01,0.5434097217365252
2018-06-02,0.5561261637712906
2018-06-03,0.5617486405477088
2018-06-04,0.5306171028484847
2018-06-05,0.544328763032075
2018-06-06,0.546735588767147
2018-06-07,0.5459317583335359
2018-06-08,0.5374929028172879
2018-06-09,0.5259937763829861
2018-06-10,0.4098771833118722
2018-06-11,0.42274398529191437
2018-06-12,0.37203804715655053
2018-06-13,0.33535451041477415
2018-06-14,0.38288181456780457
2018-06-15,0.34517381764984734
2018-06-16,0.35759862478563775
2018-06-17,0.3483140208651392
2018-06-18,0.3843397290562951
2018-06-19,0.38614454477133897
2018-06-20,0.38674619625917117
2018-06-21,0.3794189825983416
2018-06-22,0.27367272339332693
2018-06-23,0.2901417090698235
2018-06-24,0.2833778510154783
2018-06-25,0.2967561099575313
2018-06-26,0.27062789103410445
2018-06-27,0.2754220359512427
2018-06-28,0.22649899081702607
2018-06-29,0.28423725022821955
2018-06-30,0.3064831654691016
2018-07-01,0.3019658506765559
2018-07-02,0.33768520845264405
2018-07-03,0.31856010918047595
2018-07-04,0.3286015447408648
2018-07-05,0.3195540158831829
2018-07-06,0.3268255583356261
2018-07-07,0.3453477665753102
2018-07-08,0.33807855699425104
2018-07-09,0.3296082916434049
2018-07-10,0.27263676626696487
2018-07-11,0.28124188940914685
2018-07-12,0.2441996726405602
2018-07-13,0.25001428994994157
2018-07-14,0.2552130574826741
2018-07-15,0.2676639272003385
2018-07-16,0.32097225341152047
2018-07-17,0.40544298095750264
2018-07-18,0.4104759461342091
2018-07-19,0.42020551757178737
2018-07-20,0.39881948243252374
2018-07-21,0.4076182622452187
2018-07-22,0.4036227036997335
2018-07-23,0.4429517901235762
2018-07-24,0.5248424129033182
2018-07-25,0.4986710930300262
2018-07-26,0.4602166131142251
2018-07-27,0.48985075095166586
2018-07-28,0.48920637109037024
2018-07-29,0.49131082303844487
2018-07-30,0.48160971432473865
2018-07-31,0.42285445753588924
2018-08-01,0.4035871771901718
2018-08-02,0.3939700814415179
2018-08-03,0.37395936682735176
2018-08-04,0.31484770777103854
2018-08-05,0.3167058424899132
2018-08-06,0.29985649548580895
2018-08-07,0.2672394718441602
2018-08-08,0.19504105935467209
2018-08-09,0.23821010870957693
2018-08-10,0.16960685839094403
2018-08-11,0.19611660167578648
2018-08-12,0.1941823872908781
2018-08-13,0.18435380253470335
2018-08-14,0.1693058707963413
2018-08-15,0.18096086750719564
2018-08-16,0.18217224889047046
2018-08-17,0.22241386385671902
2018-08-18,0.19505709934799143
2018-08-19,0.2071361483269918
2018-08-20,0.17097511255483333
2018-08-21,0.2002865602849635
2018-08-22,0.18139553966057242
2018-08-23,0.2028057737060589
2018-08-24,0.2281039113577492
2018-08-25,0.23304461150396705
2018-08-26,0.22263612796825605
2018-08-27,0.24253127324215207
2018-08-28,0.2767283950200401
2018-08-29,0.2660761325372345
2018-08-30,0.254382912621125
2018-08-31,0.26048836591683155
2018-09-01,0.2817592638462134
2018-09-02,0.292513891180743
2018-09-03,0.28623781765557865
2018-09-04,0.29782125668313597
2018-09-05,0.2153848584691591
2018-09-06,0.16774155650020006
2018-09-07,0.15342728890412083
2018-09-08,0.11643966268007588
2018-09-09,0.12437573188502604
2018-09-10,0.12978273680194263
2018-09-11,0.12514427568901532
2018-09-12,0.13098489882678344
2018-09-13,0.1544798316217264
2018-09-14,0.15306832563233286
2018-09-15,0.15559673588450273
2018-09-16,0.1494999440420557
2018-09-17,0.11015115210984305
2018-09-18,0.12119198450099233
2018-09-19,0.12610631008106132
2018-09-20,0.14193675592003174
2018-09-21,0.17654045109440553
2018-09-22,0.16921214972505716
2018-09-23,0.16684483601416744
2018-09-24,0.14580202083739735
2018-09-25,0.11924021561596376
2018-09-26,0.12456647728052594
2018-09-27,0.1552437833221294
2018-09-28,0.1450337254197116
2018-09-29,0.13722640055133084
2018-09-30,0.13829713211342032
2018-10-01,0.12987214596208396
2018-10-02,0.1198328823673318
2018-10-03,0.11110342813102214
2018-10-04,0.12159589433817786
2018-10-05,0.1257344162059102
2018-10-06,0.11854419006020755
2018-10-07,0.11876587475320832
2018-10-08,0.12293145318695053
2018-10-09,0.11885973554631946
2018-10-10,0.10761436349707765
2018-10-11,0.0475175225806268
2018-10-12,0.050983366005658226
2018-10-13,0.05017064394781734
2018-10-14,0.04600431888017198
2018-10-15,0.08532259559156152
2018-10-16,0.0864495527345035
2018-10-17,0.08162998510861108
2018-10-18,0.07260010754939827
2018-10-19,0.0686857738854254
2018-10-20,0.07080197047321057
2018-10-21,0.07008880901580206
2018-10-22,0.06713660143426381
2018-10-23,0.06344996547316661
2018-10-24,0.06442528484561727
2018-10-25,0.060834871834339665
2018-10-26,0.05931776459772564
2018-10-27,0.058351113925720455
2018-10-28,0.05612979702127774
2018-10-29,0.03171944889597533
2018-10-30,0.03143554655033931
2018-10-31,0.035119112953061915
2018-11-01,0.03916189610470866
2018-11-02,0.038228267340356226
2018-11-03,0.03400326882766791
2018-11-04,0.04603722368933916
2018-11-05,0.04155452260005177
2018-11-06,0.045738202518879945
2018-11-07,0.0531898507195816
2018-11-08,0.036858742972723846
2018-11-09,0.02330309063524716
2018-11-10,0.02500708641687588
2018-11-11,0.020503375467551876
2018-11-12,0.016465402808997
2018-11-13,0.00640338127150919
2018-11-14,-0.11234946581148897
2018-11-15,-0.1202074816351395
2018-11-16,-0.12934113141652936
2018-11-17,-0.12983912685080767
2018-11-18,-0.12146424126826183
2018-11-19,-0.2703837222811405
2018-11-20,-0.37563758630458643
2018-11-21,-0.32438808707931877
2018-11-22,-0.3808478189856199
2018-11-23,-0.38497011099154044
2018-11-24,-0.5052682528806383
2018-11-25,-0.46977770059015
2018-11-26,-0.5349267172065257
2018-11-27,-0.5152027473830145
2018-11-28,-0.4077973358220781
2018-11-29,-0.40145570265333497
2018-11-30,-0.46695711965173814
2018-12-01,-0.4247681504503138
2018-12-02,-0.43755623788356957
2018-12-03,-0.5024322007356208
2018-12-04,-0.4904961253060254
2018-12-05,-0.5393927498790294
2018-12-06,-0.5946456165509133
2018-12-07,-0.6354708757703555
2018-12-08,-0.6256290126163417
2018-12-09,-0.5880283652241083
2018-12-10,-0.6249835144458142
2018-12-11,-0.6434581212792079
2018-12-12,-0.6231354085777525
2018-12-13,-0.672205523694771
2018-12-14,-0.6915603372334722
2018-12-15,-0.6962427100985487
2018-12-16,-0.6933429728120757
2018-12-17,-0.6030479382446501
2018-12-18,-0.5588288211632406
2018-12-19,-0.5490560141999854
2018-12-20,-0.4544738615605759
2018-12-21,-0.5130050193901372
2018-12-22,-0.48148323888923983
2018-12-23,-0.4878426204959663
2018-12-24,-0.4642119945646854
2018-12-25,-0.5362623347665458
2018-12-26,-0.5247437056175865
2018-12-27,-0.585414039591754
2018-12-28,-0.5068818178709478
2018-12-29,-0.5225761159627211
2018-12-30,-0.5226413570563455
2018-12-31,-0.5600286430961248
2019-01-01,-0.5284084314359383
2019-01-02,-0.5057182614285729
2019-01-03,-0.5359816787447116
2019-01-04,-0.5253005688082286
2019-01-05,-0.5335201731357362
2019-01-06,-0.4711808182477135
2019-01-07,-0.4830888087988381
2019-01-08,-0.4859135792257536
2019-01-09,-0.4837314518495912
2019-01-10,-0.5829817780107671
2019-01-11,-0.584557229828313
2019-01-12,-0.5870678986620792
2019-01-13,-0.617964420900794
2019-01-14,-0.5744041588081306
2019-01-15,-0.5985569400148236
2019-01-16,-0.5919377282718354
2019-01-17,-0.5833364080463515
2019-01-18,-0.5923353903657311
2019-01-19,-0.5715555367336194
2019-01-20,-0.6132910050089908
2019-01-21,-0.6145400177920628
2019-01-22,-0.6033275067973722
2019-01-23,-0.6109519833093895
2019-01-24,-0.6070446071125133
2019-01-25,-0.6092923791973863
2019-01-26,-0.610997931998277
2019-01-27,-0.616957838626
2019-01-28,-0.6468082747211419
2019-01-29,-0.6587028691299164
2019-01-30,-0.6468196969866575
2019-01-31,-0.6553431920354296
2019-02-01,-0.6455879641915612
2019-02-02,-0.6411387279881833
2019-02-03,-0.6557825479770472
2019-02-04,-0.6566737839385972
2019-02-05,-0.6526834010853779
2019-02-06,-0.6704279705990768
2019-02-07,-0.6733776380402094
2019-02-08,-0.6010998486761903
2019-02-09,-0.5991842758303658
2019-02-10,-0.5939929816828524
2019-02-11,-0.608704881714619
2019-02-12,-0.609956646812698
2019-02-13,-0.6137438929332539
2019-02-14,-0.6181942621135477
2019-02-15,-0.6178079453846976
2019-02-16,-0.6127787927971404
2019-02-17,-0.6027354678045693
2019-02-18,-0.5383374230085405
2019-02-19,-0.5314182061648118
2019-02-20,-0.5228207720192959
2019-02-21,-0.5335085991715296
2019-02-22,-0.519865841526725
2019-02-23,-0.48041201153966817
2019-02-24,-0.571562228327446
2019-02-25,-0.5542456635493771
2019-02-26,-0.5616087824824216
2019-02-27,-0.5613429235675227
2019-02-28,-0.563612396271326
2019-03-01,-0.5595421039935644
2019-03-02,-0.560381639110437
2019-03-03,-0.5681294552239518
2019-03-04,-0.591173543600167
2019-03-05,-0.5540940115564386
2019-03-06,-0.5516019754507937
2019-03-07,-0.5511785427195726
2019-03-08,-0.5561024857162451
2019-03-09,-0.5383621596450645
2019-03-10,-0.5406254431622912
2019-03-11,-0.5547121390017704
2019-03-12,-0.5533970076848131
2019-03-13,-0.5557874732145791
2019-03-14,-0.5558991838867637
2019-03-15,-0.5440929888238735
2019-03-16,-0.5224626783399628
2019-03-17,-0.5287881385212749
2019-03-18,-0.5288407509122361
2019-03-19,-0.5227713609101379
2019-03-20,-0.5148331620824376
2019-03-21,-0.529047347965637
2019-03-22,-0.527766641521664
2019-03-23,-0.5289269301291899
2019-03-24,-0.532344925059105
2019-03-25,-0.5487880785619428
2019-03-26,-0.5469528292395065
2019-03-27,-0.5200943811655563
2019-03-28,-0.5247293363445262
2019-03-29,-0.5060088802723275
2019-03-30,-0.5060823557162646
2019-03-31,-0.5061564672975916
2019-04-01,-0.4961268146647324
2019-04-02,-0.32741542961151815
2019-04-03,-0.31694420841657056
2019-04-04,-0.3278309490510267
2019-04-05,-0.3043094022710271
2019-04-06,-0.30310885491606143
2019-04-07,-0.2758705994642394
2019-04-08,-0.2589412409449423
2019-04-09,-0.27675944060660385
2019-04-10,-0.2557343824543956
2019-04-11,-0.3071341516192696
2019-04-12,-0.30178846963114125
2019-04-13,-0.3043814490176544
2019-04-14,-0.28937841537001674
2019-04-15,-0.31270374736564044
2019-04-16,-0.28192033796045557
2019-04-17,-0.2790562206174023
2019-04-18,-0.270186696250299
2019-04-19,-0.2690808903073929
2019-04-20,-0.26561616821516765
2019-04-21,-0.27011264743909535
2019-04-22,-0.2547032979580912
2019-04-23,-0.22635643479336132
2019-04-24,-0.24802437179270242
2019-04-25,-0.3066660609421419
2019-04-26,-0.3032903667757978
2019-04-27,-0.29817422801744087
2019-04-28,-0.3055862526090518
